Line#,Date,"Temperature (MX-TEMP-2 20835814:20835814-1), *C, 20835814","RH (MX-RH-2 20835814:20835814-2), %, 20835814","Dew Point (MX-TEMP-2 20835814:20835814-4), *C, 20835814","Temperature (MX-TEMP-2 20835815:20835815-1), *C, 20835815","RH (MX-RH-2 20835815:20835815-2), %, 20835815","Dew Point (MX-TEMP-2 20835815:20835815-4), *C, 20835815","Temperature (MX-TEMP-2 20835816:20835816-1), *C, 20835816","RH (MX-RH-2 20835816:20835816-2), %, 20835816","Dew Point (MX-TEMP-2 20835816:20835816-4), *C, 20835816","Temperature (MX-TEMP-2 20835817:20835817-1), *C, 20835817","RH (MX-RH-2 20835817:20835817-2), %, 20835817","Dew Point (MX-TEMP-2 20835817:20835817-4), *C, 20835817","Temperature (MX-TEMP-2 20835818:20835818-1), *C, 20835818","RH (MX-RH-2 20835818:20835818-2), %, 20835818","Dew Point (MX-TEMP-2 20835818:20835818-4), *C, 20835818","Temperature (MX-TEMP-2 20835819:20835819-1), *C, 20835819","RH (MX-RH-2 20835819:20835819-2), %, 20835819","Dew Point (MX-TEMP-2 20835819:20835819-4), *C, 20835819","Temperature (MX-TEMP-2 20835820:20835820-1), *C, 20835820","RH (MX-RH-2 20835820:20835820-2), %, 20835820","Dew Point (MX-TEMP-2 20835820:20835820-4), *C, 20835820","Temperature (MX-TEMP-2 20835821:20835821-1), *C, 20835821","RH (MX-RH-2 20835821:20835821-2), %, 20835821","Dew Point (MX-TEMP-2 20835821:20835821-4), *C, 20835821","Temperature (MX-TEMP-2 20835822:20835822-1), *C, 20835822","RH (MX-RH-2 20835822:20835822-2), %, 20835822","Dew Point (MX-TEMP-2 20835822:20835822-4), *C, 20835822","Temperature (MX-TEMP-2 20835823:20835823-1), *C, 20835823","RH (MX-RH-2 20835823:20835823-2), %, 20835823","Dew Point (MX-TEMP-2 20835823:20835823-4), *C, 20835823","Temperature (MX-TEMP-2 20835824:20835824-1), *C, 20835824","RH (MX-RH-2 20835824:20835824-2), %, 20835824","Dew Point (MX-TEMP-2 20835824:20835824-4), *C, 20835824","Temperature (MX-TEMP-2 20835825:20835825-1), *C, 20835825","RH (MX-RH-2 20835825:20835825-2), %, 20835825","Dew Point (MX-TEMP-2 20835825:20835825-4), *C, 20835825","Temperature (MX-TEMP-2 20843228:20843228-1), *C, 20843228","RH (MX-RH-2 20843228:20843228-2), %, 20843228","Dew Point (MX-TEMP-2 20843228:20843228-4), *C, 20843228","Temperature (MX-TEMP-2 20843229:20843229-1), *C, 20843229","RH (MX-RH-2 20843229:20843229-2), %, 20843229","Dew Point (MX-TEMP-2 20843229:20843229-4), *C, 20843229","Temperature (MX-TEMP-2 20843230:20843230-1), *C, 20843230","RH (MX-RH-2 20843230:20843230-2), %, 20843230","Dew Point (MX-TEMP-2 20843230:20843230-4), *C, 20843230","Temperature (MX-TEMP-2 20843231:20843231-1), *C, 20843231","RH (MX-RH-2 20843231:20843231-2), %, 20843231","Dew Point (MX-TEMP-2 20843231:20843231-4), *C, 20843231","Temperature (MX-TEMP-2 20843233:20843233-1), *C, 20843233","RH (MX-RH-2 20843233:20843233-2), %, 20843233","Dew Point (MX-TEMP-2 20843233:20843233-4), *C, 20843233","Temperature (MX-TEMP-2 20843235:20843235-1), *C, 20843235","RH (MX-RH-2 20843235:20843235-2), %, 20843235","Dew Point (MX-TEMP-2 20843235:20843235-4), *C, 20843235","Temperature (MX-TEMP-2 20843236:20843236-1), *C, 20843236","RH (MX-RH-2 20843236:20843236-2), %, 20843236","Dew Point (MX-TEMP-2 20843236:20843236-4), *C, 20843236","Temperature (MX-TEMP-2 20843238:20843238-1), *C, 20843238","RH (MX-RH-2 20843238:20843238-2), %, 20843238","Dew Point (MX-TEMP-2 20843238:20843238-4), *C, 20843238","Temperature (MX-TEMP-2 20843239:20843239-1), *C, 20843239","RH (MX-RH-2 20843239:20843239-2), %, 20843239","Dew Point (MX-TEMP-2 20843239:20843239-4), *C, 20843239"
6341,06/18/20 14:28:33,,,,,,,21.73,43.79,8.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6342,06/18/20 14:48:33,,,,,,,22.80,44.07,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6343,06/18/20 15:08:33,,,,,,,23.96,40.19,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6344,06/18/20 15:28:33,,,,,,,28.69,28.91,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6345,06/18/20 15:48:33,,,,,,,31.70,26.37,10.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6346,06/18/20 16:08:33,,,,,,,25.75,29.74,6.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6347,06/18/20 16:28:33,,,,,,,22.62,40.00,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6348,06/18/20 16:48:33,,,,,,,21.43,41.92,7.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6349,06/18/20 17:08:33,,,,,,,19.83,43.37,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,06/18/20 17:28:33,,,,,,,19.53,44.53,7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,06/18/20 17:48:33,,,,,,,19.37,45.95,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6352,06/18/20 18:08:33,,,,,,,19.20,44.68,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6353,06/18/20 18:28:33,,,,,,,18.96,48.65,7.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6354,06/18/20 18:48:33,,,,,,,19.18,48.03,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6355,06/18/20 19:08:33,,,,,,,18.85,49.17,7.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6356,06/18/20 19:28:33,,,,,,,17.65,54.21,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6357,06/18/20 19:48:33,,,,,,,17.21,54.46,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6358,06/18/20 20:08:33,,,,,,,16.49,59.25,8.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6359,06/18/20 20:28:33,,,,,,,15.81,61.36,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6360,06/18/20 20:48:33,,,,,,,15.26,64.42,8.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6361,06/18/20 21:08:33,,,,,,,14.80,67.00,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6362,06/18/20 21:28:33,,,,,,,14.59,67.29,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6363,06/18/20 21:48:33,,,,,,,14.19,68.74,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6364,06/18/20 22:08:33,,,,,,,13.55,70.68,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6365,06/18/20 22:28:33,,,,,,,13.11,72.18,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6366,06/18/20 22:48:33,,,,,,,12.71,74.49,8.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6367,06/18/20 23:08:33,,,,,,,12.57,74.43,8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6368,06/18/20 23:28:33,,,,,,,11.99,76.28,7.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6369,06/18/20 23:48:33,,,,,,,11.70,78.14,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6370,06/19/20 00:08:33,,,,,,,11.49,79.30,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6371,06/19/20 00:28:33,,,,,,,11.41,80.21,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6372,06/19/20 00:48:33,,,,,,,11.37,80.83,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6373,06/19/20 01:08:33,,,,,,,11.12,81.39,8.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6374,06/19/20 01:28:33,,,,,,,10.96,83.03,8.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6375,06/19/20 01:48:33,,,,,,,10.89,83.57,8.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6376,06/19/20 02:08:33,,,,,,,10.90,84.32,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6377,06/19/20 02:28:33,,,,,,,10.97,84.00,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6378,06/19/20 02:48:33,,,,,,,11.14,83.77,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6379,06/19/20 03:08:33,,,,,,,11.48,83.81,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6380,06/19/20 03:28:33,,,,,,,12.04,83.22,9.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,06/19/20 03:48:33,,,,,,,12.77,81.15,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6382,06/19/20 04:08:33,,,,,,,13.84,79.05,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6383,06/19/20 04:28:33,,,,,,,14.83,75.29,10.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6384,06/19/20 04:48:33,,,,,,,15.65,70.35,10.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6385,06/19/20 05:08:33,,,,,,,16.26,68.87,10.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6386,06/19/20 05:28:33,,,,,,,16.61,66.36,10.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6387,06/19/20 05:48:33,,,,,,,17.05,66.75,10.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6388,06/19/20 06:08:33,,,,,,,17.34,65.26,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6389,06/19/20 06:28:33,,,,,,,17.66,64.75,10.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6390,06/19/20 06:48:33,,,,,,,18.06,64.30,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6391,06/19/20 07:08:33,,,,,,,18.36,63.13,11.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6392,06/19/20 07:28:33,,,,,,,18.77,62.79,11.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6393,06/19/20 07:48:33,,,,,,,19.16,63.20,12.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6394,06/19/20 08:08:33,,,,,,,19.39,63.04,12.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6395,06/19/20 08:28:33,,,,,,,19.84,61.65,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6396,06/19/20 08:48:33,,,,,,,20.22,60.44,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6397,06/19/20 09:08:33,,,,,,,20.54,60.66,12.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6398,06/19/20 09:28:33,,,,,,,20.94,59.52,12.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6399,06/19/20 09:48:33,,,,,,,21.36,57.27,12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,06/19/20 10:08:33,,,,,,,21.58,56.32,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6401,06/19/20 10:28:33,,,,,,,21.96,56.71,13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6402,06/19/20 10:48:33,,,,,,,22.32,56.64,13.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6403,06/19/20 11:08:33,,,,,,,22.54,52.90,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6404,06/19/20 11:28:33,,,,,,,22.91,50.76,12.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6405,06/19/20 11:48:33,,,,,,,23.13,51.03,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6406,06/19/20 12:08:33,,,,,,,23.34,47.12,11.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6407,06/19/20 12:28:33,,,,,,,23.42,45.21,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6408,06/19/20 12:48:33,,,,,,,23.77,42.34,10.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6409,06/19/20 13:08:33,,,,,,,23.89,42.14,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,06/19/20 13:28:33,,,,,,,24.08,40.52,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6411,06/19/20 13:48:33,,,,,,,24.47,40.42,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6412,06/19/20 14:08:33,,,,,,,24.86,37.43,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6413,06/19/20 14:28:33,,,,,,,25.17,37.93,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6414,06/19/20 14:48:33,,,,,,,25.59,35.93,9.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6415,06/19/20 15:08:33,,,,,,,26.35,33.92,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6416,06/19/20 15:28:33,,,,,,,33.38,27.51,12.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6417,06/19/20 15:48:33,,,,,,,38.99,19.19,11.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6418,06/19/20 16:08:33,,,,,,,31.30,23.81,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6419,06/19/20 16:28:33,,,,,,,28.46,28.48,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6420,06/19/20 16:48:33,,,,,,,26.28,31.48,8.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6421,06/19/20 17:08:33,,,,,,,25.13,35.96,9.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6422,06/19/20 17:28:33,,,,,,,24.42,36.01,8.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6423,06/19/20 17:48:33,,,,,,,24.12,37.27,8.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6424,06/19/20 18:08:33,,,,,,,23.88,38.70,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6425,06/19/20 18:28:33,,,,,,,23.51,41.80,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6426,06/19/20 18:48:33,,,,,,,23.40,44.01,10.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6427,06/19/20 19:08:33,,,,,,,22.98,42.40,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6428,06/19/20 19:28:33,,,,,,,21.91,44.96,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6429,06/19/20 19:48:33,,,,,,,21.19,47.90,9.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6430,06/19/20 20:08:33,,,,,,,20.35,50.67,9.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6431,06/19/20 20:28:33,,,,,,,19.58,52.77,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6432,06/19/20 20:48:33,,,,,,,18.86,54.91,9.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6433,06/19/20 21:08:33,,,,,,,18.58,56.90,9.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6434,06/19/20 21:28:33,,,,,,,17.85,58.74,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6435,06/19/20 21:48:33,,,,,,,17.21,60.49,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6436,06/19/20 22:08:33,,,,,,,16.50,63.11,9.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437,06/19/20 22:28:33,,,,,,,15.99,65.58,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6438,06/19/20 22:48:33,,,,,,,15.57,67.92,9.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6439,06/19/20 23:08:33,,,,,,,15.42,68.33,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6440,06/19/20 23:28:33,,,,,,,15.24,70.01,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6441,06/19/20 23:48:33,,,,,,,15.26,68.64,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6442,06/20/20 00:08:33,,,,,,,14.84,71.96,9.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6443,06/20/20 00:28:33,,,,,,,14.68,72.40,9.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6444,06/20/20 00:48:33,,,,,,,14.70,73.12,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6445,06/20/20 01:08:33,,,,,,,14.36,74.21,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6446,06/20/20 01:28:33,,,,,,,14.27,74.47,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6447,06/20/20 01:48:33,,,,,,,14.28,73.10,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6448,06/20/20 02:08:33,,,,,,,14.70,68.67,9.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6449,06/20/20 02:28:33,,,,,,,15.17,69.53,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,06/20/20 02:48:33,,,,,,,15.63,69.06,10.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,06/20/20 03:08:33,,,,,,,16.48,65.71,10.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6452,06/20/20 03:28:33,,,,,,,17.26,63.29,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6453,06/20/20 03:48:33,,,,,,,17.54,64.43,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6454,06/20/20 04:08:33,,,,,,,18.03,63.76,11.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455,06/20/20 04:28:33,,,,,,,18.61,64.22,11.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6456,06/20/20 04:48:33,,,,,,,19.24,60.85,11.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6457,06/20/20 05:08:33,,,,,,,19.80,61.07,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6458,06/20/20 05:28:33,,,,,,,20.29,59.27,12.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6459,06/20/20 05:48:33,,,,,,,20.92,58.09,12.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6460,06/20/20 06:08:33,,,,,,,21.37,57.74,12.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6461,06/20/20 06:28:33,,,,,,,22.08,58.51,13.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6462,06/20/20 06:48:33,,,,,,,23.20,50.20,12.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6463,06/20/20 07:08:33,,,,,,,24.35,47.08,12.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6464,06/20/20 07:28:33,,,,,,,25.21,44.11,12.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6465,06/20/20 07:48:33,,,,,,,25.84,43.04,12.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6466,06/20/20 08:08:33,,,,,,,26.35,40.69,11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6467,06/20/20 08:28:33,,,,,,,26.81,39.27,11.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6468,06/20/20 08:48:33,,,,,,,27.34,38.18,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6469,06/20/20 09:08:33,,,,,,,27.78,38.18,12.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6470,06/20/20 09:28:33,,,,,,,27.91,36.79,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6471,06/20/20 09:48:33,,,,,,,27.91,35.79,11.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6472,06/20/20 10:08:33,,,,,,,28.26,31.91,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,06/20/20 10:28:33,,,,,,,28.37,28.81,8.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6474,06/20/20 10:48:33,,,,,,,28.80,31.74,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6475,06/20/20 11:08:33,,,,,,,28.90,30.73,9.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6476,06/20/20 11:28:33,,,,,,,29.31,30.13,10.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6477,06/20/20 11:48:33,,,,,,,29.73,28.67,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
